timeframe,threshold,direction,vol_bucket,n_events,ret_5,band_exit_5,full_reversion_5,adverse_excursion_5,ret_10,band_exit_10,full_reversion_10,adverse_excursion_10,ret_20,band_exit_20,full_reversion_20,adverse_excursion_20,ret_40,band_exit_40,full_reversion_40,adverse_excursion_40
5minute,2.0,below,low(<0.8x),11832,0.03844666082402364,0.7502364371077294,0.015561860545095004,0.24442661170915297,0.06115905046150973,0.854665341884202,0.05130521181465089,0.34659201152972324,0.09999549921441817,0.9139015397961396,0.14107568857080893,0.47576244545984436,0.20180446040623226,0.9557246627464545,0.3227257004496714,0.5937293165684219
5minute,2.0,below,normal(0.8-1.5x),10867,0.03458798904532599,0.7520056157240272,0.01865222623345367,0.23586899995031674,0.049054776432599534,0.8598718957186201,0.06011911450724801,0.3273807847918678,0.08100777010448452,0.9264812927645946,0.1563546367739118,0.44221451945639717,0.2068893948062541,0.9652900937420826,0.3709146186977451,0.5444179198412125
5minute,3.0,above,high(>1.5x),5770,0.01884706979127671,0.8370177719982661,0.053966189856957086,0.3569477305246823,0.030416278107397478,0.9250591638180384,0.12358664212463845,0.4249210549733288,0.12322760561538183,0.9656198347107438,0.2846280991735537,0.4965706041868518,0.15993595880584738,0.9903730445246691,0.49518652226233456,0.567619123036265
5minute,3.0,above,low(<0.8x),1218,0.09173995804797676,0.7752136752136752,0.011965811965811967,0.3523880447864932,0.13363452208147508,0.8801115241635687,0.03717472118959108,0.483186603508745,0.1650006146865026,0.9276546091015169,0.12135355892648775,0.6449736311672339,0.37919604963506737,0.9545454545454546,0.2943722943722944,0.763680573484917
5minute,3.0,above,normal(0.8-1.5x),1534,-0.03602231850126611,0.7937915742793792,0.010347376201034738,0.3970833775440972,-0.023980132201546864,0.8978902953586498,0.04388185654008439,0.507644209085354,0.021637679514245157,0.952329360780065,0.13651137594799567,0.6348085847608618,0.2575212256278451,0.9901380670611439,0.368836291913215,0.6858459445103724
5minute,3.0,below,high(>1.5x),3444,0.11232936979026101,0.7808902532617038,0.03376822716807368,0.3229701793825966,0.14184895258843255,0.879472693032015,0.08145009416195857,0.44496515632793515,0.2520188223491472,0.9347675225537821,0.18875780707841777,0.5942585403488488,0.17318560686224344,0.969551282051282,0.3814102564102564,0.7793094292888848
5minute,3.0,below,low(<0.8x),1926,0.020159026314081726,0.7296276308688613,0.010793308148947653,0.32244009816353436,0.033279560702031794,0.830264672036824,0.02761795166858458,0.4637346349866338,0.046480747038006046,0.9061624649859944,0.09593837535014006,0.6399753061432695,0.0812517094315796,0.9567827130852341,0.22208883553421369,0.7906181575236961
5minute,3.0,below,normal(0.8-1.5x),2071,0.06679510448269096,0.7529729729729729,0.012432432432432432,0.332932502657948,0.14081473419352875,0.8577639751552795,0.04720496894409938,0.4516935407446871,0.12504914109236775,0.918918918918919,0.13431613431613432,0.5904329511476588,0.27323960507858497,0.9603053435114504,0.32213740458015266,0.6867146507727744
5minute,4.0,above,high(>1.5x),1888,0.19207538194547055,0.8613086770981507,0.0561877667140825,0.3868460398393214,0.2138993393255811,0.9365638766519824,0.11365638766519824,0.4536947895639303,0.43611912785729073,0.96878612716763,0.26011560693641617,0.4872542985949367,0.6425304335750889,0.9787735849056604,0.45990566037735847,0.5784078715283707
5minute,4.0,above,low(<0.8x),298,0.07782079661085042,0.7578947368421053,0.0035087719298245615,0.40491169748550754,0.11981973845621707,0.8593155893536122,0.022813688212927757,0.553349848595626,0.38982004609298426,0.9203980099502488,0.10945273631840796,0.6600897469365159,0.20712341667510104,0.9523809523809523,0.2619047619047619,0.9112525236691347
5minute,4.0,above,normal(0.8-1.5x),387,-0.04933694919290881,0.7757009345794392,0.009345794392523364,0.4849170449966466,0.029507355598981485,0.8710801393728222,0.0313588850174216,0.6448713740866077,0.0548764991762465,0.9237668161434978,0.09865470852017937,0.8854397319863281,0.458301360570249,0.9791666666666666,0.3125,0.9073033856387127
5minute,4.0,below,high(>1.5x),992,0.1584199451842333,0.7538659793814433,0.03608247422680412,0.451378363633185,0.37018872090813076,0.867601246105919,0.09968847352024922,0.5772914244619828,0.3931357728749735,0.9234135667396062,0.1838074398249453,0.7268337274438835,0.02704523259311737,0.9722222222222222,0.3388888888888889,0.9696887970360007
5minute,4.0,below,low(<0.8x),459,0.1181554912671799,0.7346938775510204,0.018140589569160998,0.39836510378653367,0.12947939233745243,0.8599033816425121,0.036231884057971016,0.5823305022430759,0.06435899193049804,0.9244712990936556,0.06646525679758308,0.7796776447357701,0.5505138536524493,0.9611111111111111,0.2388888888888889,0.8432365705867431
5minute,4.0,below,normal(0.8-1.5x),526,-0.007326284228868153,0.7446808510638298,0.006382978723404255,0.4564433328711502,0.08593247549513794,0.8673218673218673,0.036855036855036855,0.6259760094668915,-0.03540143511473875,0.9242902208201893,0.0946372239747634,0.8058249911650157,0.047254478627210966,0.9554140127388535,0.2611464968152866,0.9316712780883093
