strategy_variant,timeframe,threshold,direction,target_pct,stop_pct,n_trades,win_rate_pct,avg_pnl_pct,avg_win_pct,avg_loss_pct,total_pnl_pct,profit_factor,expectancy_pct,sharpe_like,max_drawdown_pct,avg_bars_held,tp_rate_pct,sl_rate_pct,eod_rate_pct
baseline,1minute,4.0,above,1.0,0.5,4805.0,36.25390218522372,0.036537402875209644,0.9687784165064945,-0.4936499447401017,175.56222081538235,1.1161087571664376,0.036537402875209644,0.051500489476288096,-47.80650317370278,7.079916753381894,34.33922996878252,62.58064516129033,3.0801248699271593
baseline,1minute,4.0,above,1.5,0.5,4641.0,29.239388062917477,0.05720127969487387,1.386893623714515,-0.4922483277456417,265.4711390639096,1.1642214624587157,0.05720127969487387,0.06545648681487945,-33.33956982871612,10.617539323421676,25.46864899806076,69.1661279896574,5.365223012281835
baseline,1minute,4.0,below,1.0,0.5,3177.0,38.11772112055398,0.051975973173959696,0.9373995804918658,-0.4934197483224718,165.12766677366994,1.1702236127333745,0.051975973173959696,0.07347606019316683,-38.47050774619005,10.403210576015109,34.34057286748505,60.68618193264086,4.9732451998740945
baseline,1minute,4.0,below,1.5,0.5,3057.0,31.23977755969905,0.07012464211796834,1.3109016570469112,-0.49359659920322113,214.37103095462925,1.2066147043090112,0.07012464211796834,0.0806296076745051,-40.27311629218369,14.855740922473013,25.286228328426564,67.45175008177952,7.262021589793916
baseline,5minute,1.5,above,1.0,0.5,65267.0,36.11013222608669,0.0013363048363561122,0.8577548881732403,-0.48270583459345484,87.21660775445437,1.0043330230828103,0.0013363048363561122,0.001994993635644441,-331.0489483542752,6.5375917385508755,28.112215974382153,60.65699358021664,11.230790445401198
baseline,5minute,1.5,above,1.5,0.5,63765.0,31.228730494785538,0.004099970899079525,1.0748190158099122,-0.48210883009766897,261.4346443798059,1.012365983049482,0.004099970899079525,0.005231628116154758,-396.42580017603154,8.91156590606132,17.559789853367835,65.18152591547087,17.258684231161293
baseline,5minute,1.5,below,1.0,0.5,67667.0,34.75992729099857,-0.02754777942707441,0.8202565733480639,-0.4792581536767013,-1864.075590491844,0.9118945750409175,-0.02754777942707441,-0.042350753864958166,-1976.4385774619366,7.820547682031123,25.366870113940326,61.36078147398288,13.272348412076788
baseline,5minute,1.5,below,1.5,0.5,66122.0,30.29097728441366,-0.02856601085901534,1.0070170152936337,-0.47856259235319903,-1888.8417700198124,0.9143708063274791,-0.02856601085901534,-0.03788751351228076,-2039.0780805664306,9.979068993678352,15.934182269138864,65.42905538247481,18.636762348386316
baseline,5minute,2.0,above,1.0,0.5,30894.0,35.31753738590018,-0.0005215957050497348,0.8901159735971956,-0.48682227721717497,-16.114177711806505,0.9983435550127809,-0.0005215957050497348,-0.0007691781773596495,-329.4894043215539,4.7370039489868585,29.164239010811162,62.12533177963358,8.710429209555254
baseline,5minute,2.0,above,1.5,0.5,30256.0,29.980830248545743,0.006207510333941584,1.1557982165609644,-0.4860246018296329,187.81443266373657,1.0182407311040458,0.006207510333941584,0.007723463235059291,-262.4176859462114,6.5671932839767315,19.268905341089372,67.12387625594923,13.607218402961397
baseline,5minute,2.0,below,1.0,0.5,29845.0,34.61886413134528,-0.020962942631013733,0.8541343788433527,-0.48432098729217066,-625.6390228226048,0.9337987033899144,-0.020962942631013733,-0.03163580069869369,-672.2925997081657,6.0314625565421345,26.862120958284468,62.456022784385986,10.681856257329535
baseline,5minute,2.0,below,1.5,0.5,29218.0,29.646108563214458,-0.021039580603533767,1.0765016891399741,-0.4835275392782889,-614.7344660740496,0.9381517038416688,-0.021039580603533767,-0.0271404889807747,-699.5512246554875,7.901327948524882,17.37969744677938,67.0477103155589,15.572592237661715
baseline,5minute,3.0,above,1.0,0.5,7900.0,34.11392405063291,-0.002086588712913865,0.9433327683622439,-0.4915976679285815,-16.484050832019534,0.9935578119594278,-0.002086588712913865,-0.0030192134490976985,-108.35417683743489,2.8651898734177217,30.911392405063292,64.43037974683544,4.658227848101266
baseline,5minute,3.0,above,1.5,0.5,7771.0,28.657830395058554,0.021558433912720606,1.2972041664581675,-0.4908627504990238,167.53058993575183,1.0615617305393428,0.021558433912720606,0.025668203750419012,-66.17039711755277,3.949298674559259,22.313730536610475,69.59207309226612,8.094196371123408
baseline,5minute,3.0,below,1.0,0.5,6324.0,34.440227703984824,-0.009299253860977758,0.905881998630781,-0.4900674082090362,-58.80848141682335,0.9710562467990981,-0.009299253860977758,-0.013663550261383686,-146.72694120533873,3.87033523086654,29.44339025932954,63.725490196078425,6.83111954459203
baseline,5minute,3.0,below,1.5,0.5,6149.0,28.833956740933488,0.00037394481817785383,1.2101774247570667,-0.489795518146093,2.299386686975623,1.0010728027853308,0.00037394481817785383,0.00045875209492417913,-124.1356139239045,5.129126687266222,20.377297121483167,69.11692958204586,10.505773296470972
baseline,5minute,4.0,above,1.0,0.5,2486.0,34.15124698310539,0.006867571373481695,0.970121101776581,-0.49270618996569443,17.072782434475492,1.0211674044541073,0.006867571373481695,0.009808651085181695,-37.36045356160792,2.0567176186645213,32.50201126307321,64.52131938857603,2.9766693483507645
baseline,5minute,4.0,above,1.5,0.5,2453.0,28.74031797798614,0.04856046058688078,1.3853839527319596,-0.4906046206272386,119.11880981961855,1.138901611079193,0.04856046058688078,0.05591222516115139,-23.6691617233203,2.708520179372197,25.1528740317978,69.50672645739911,5.340399510803098
baseline,5minute,4.0,below,1.0,0.5,1792.0,31.25,-0.042875681441129916,0.9474627195053391,-0.4930295000531612,-76.83322114250481,0.8735073103252242,-0.042875681441129916,-0.06331472804118118,-93.84484663991428,2.8236607142857144,28.627232142857146,67.52232142857143,3.850446428571429
baseline,5minute,4.0,below,1.5,0.5,1750.0,24.857142857142858,-0.03993957077149383,1.3294282903764154,-0.49292437655046,-69.8942488501142,0.8921710457695967,-0.03993957077149383,-0.049087411283537684,-98.38858231361043,3.665142857142857,20.457142857142856,73.77142857142857,5.771428571428571
