timeframe,threshold,direction,adx_bucket,n_events,ret_5,band_exit_5,full_reversion_5,adverse_excursion_5,ret_10,band_exit_10,full_reversion_10,adverse_excursion_10,ret_20,band_exit_20,full_reversion_20,adverse_excursion_20,ret_40,band_exit_40,full_reversion_40,adverse_excursion_40
1minute,3.0,above,strong(>40),9480,0.018810110749425697,0.7543973941368078,0.004451682953311618,0.2592128611832744,0.015775289137457287,0.8603139013452915,0.017152466367713004,0.36183720379934375,0.0016568607907465282,0.9307422206078217,0.051822254510231265,0.4679977938359555,-0.026553269697866744,0.9696969696969697,0.11860688331276567,0.5583805114695377
1minute,3.0,above,weak(<20),1949,0.048028263760870035,0.6875981161695447,0.0020931449502878076,0.22096619872287118,0.05444872716200428,0.7963558413719185,0.006430868167202572,0.338116200933906,0.08666539170939613,0.8656375071469411,0.019439679817038306,0.47544654671550124,0.08585106276454846,0.9333333333333333,0.046405228758169936,0.6296957260172656
1minute,3.0,below,moderate(20-40),8924,0.05473065203225902,0.6779326364692219,0.0018583042973286876,0.2038274454797618,0.050833019256481635,0.7848970251716247,0.007226303745634108,0.2989747130448784,0.0618724532325914,0.8663793103448276,0.02233542319749216,0.4229256485893387,0.07415939270696367,0.9253665037760995,0.05553087516659263,0.5662620853472466
1minute,3.0,below,strong(>40),6049,0.09769059326733821,0.7301151004981962,0.004466586497165435,0.20374275663310754,0.13613659601611516,0.8389785422947331,0.013832239758822485,0.290292267636404,0.17802779220006806,0.9113300492610837,0.0365668813944676,0.38889854889495645,0.18812310224233392,0.9543646640150723,0.07808247854301863,0.5096438688882143
1minute,3.0,below,weak(<20),2777,0.013189083084916545,0.6458179126572909,0.0011102886750555144,0.17766957295084845,-0.012195996796437325,0.7471526195899773,0.0030372057706909645,0.27547885656271853,-0.0344288680962715,0.8408247422680413,0.007835051546391752,0.400617219511649,-0.09103586296024838,0.9078384798099762,0.024228028503562947,0.5699481148181429
1minute,4.0,above,moderate(20-40),2344,0.03475306966019558,0.6940133037694013,0.004878048780487805,0.3312124184819356,0.048681461286515834,0.8028492647058824,0.011948529411764705,0.46774556397958156,0.03315739546149465,0.8910485933503837,0.02659846547314578,0.6097802433987561,0.13505300554174268,0.9443436176648518,0.05747126436781609,0.7148953062856616
1minute,4.0,above,strong(>40),3334,0.060303036984048465,0.7645962732919255,0.004347826086956522,0.324171257964444,0.07196597069392419,0.8700490998363338,0.0176759410801964,0.43743905204909034,0.10833875079153393,0.9387237128353879,0.048948513415518494,0.5226132174774042,0.14431261485876262,0.9721645201495638,0.10344827586206896,0.5950586931862918
1minute,4.0,above,weak(<20),451,-0.011082229357097052,0.6258503401360545,0.0,0.3102521042285054,-0.007507437590991731,0.7488479262672811,0.0069124423963133645,0.44933791776231774,0.025608856007615755,0.8383084577114428,0.014925373134328358,0.5924646204110366,-0.0016883062281985212,0.9235127478753541,0.036827195467422094,0.8241511814716692
1minute,4.0,below,moderate(20-40),2199,0.056974781193649404,0.667292351008916,0.0014077897700610043,0.25705250021431814,0.03950611280951605,0.7639296187683284,0.005865102639296188,0.38242483555521906,0.048467159510812145,0.8463583200425305,0.01648059542796385,0.5474069426159265,0.12580345933235498,0.9245742092457421,0.045012165450121655,0.7194571528307643
1minute,4.0,below,strong(>40),1878,0.18350854882637363,0.7316136114160263,0.006586169045005488,0.27136074670995225,0.2462119788773368,0.8412429378531073,0.0192090395480226,0.38664254772213946,0.2621796711110485,0.9123123123123124,0.04504504504504504,0.5324386670374095,0.30176239289117024,0.9553512803676953,0.09455022980958634,0.6959980935067145
