timeframe,threshold,direction,target_pct,stop_pct,n_trades,win_rate_pct,avg_pnl_pct,avg_win_pct,avg_loss_pct,total_pnl_pct,profit_factor,expectancy_pct,sharpe_like,max_drawdown_pct,avg_bars_held,tp_rate_pct,sl_rate_pct,eod_rate_pct
5minute,1.5,below,0.4,0.4,79792.0,46.71646280328855,-0.026773330333760847,0.3897854657104022,-0.3919922051418853,-2136.2975739914455,0.8718165613296022,-0.026773330333760847,-0.06806115454515965,-2150.6298881412295,3.4635677762181674,44.76137958692601,51.733256466813714,3.505363946260277
5minute,1.5,below,0.5,0.3,80886.0,35.770096184753854,-0.018882231686379647,0.4802577980857962,-0.296856910365154,-1527.3081921845042,0.9009695192371391,-0.018882231686379647,-0.050181906695161906,-1561.6021648871333,3.3662933016838514,33.44089211977351,63.23096704003165,3.3281408401948425
5minute,1.5,below,0.5,0.5,74045.0,47.34958471199946,-0.02777422048425845,0.4770506131129908,-0.4817734167371649,-2056.542155756917,0.8905042544910909,-0.02777422048425845,-0.05712538834044523,-2095.124816353517,4.7425889661692215,43.83955702613276,49.87507596731717,6.285367006550071
5minute,2.0,above,0.3,0.3,35225.0,44.16465578424415,-0.03466008586077791,0.2985012426023838,-0.29818412424299306,-1220.9015244459017,0.7918214788321468,-0.03466008586077791,-0.1167161868403439,-1225.2009873462655,1.5785663591199433,43.815471965933284,55.34421575585522,0.8403122782114976
5minute,2.0,above,0.4,0.4,34077.0,46.456554274143855,-0.02797365597338993,0.3950486031312229,-0.395005629221506,-953.2582746052087,0.8677366164901751,-0.02797365597338993,-0.07065769338189001,-961.0426172706381,2.104263872993515,45.53511165889016,52.54277078381313,1.9221175572967104
5minute,2.0,above,0.5,0.3,34229.0,36.393116947617514,-0.010977081435421589,0.489913061414345,-0.2975648321923361,-375.73452045304555,0.9420035822785233,-0.010977081435421589,-0.02880892732970145,-425.2789749201974,2.1141137631832656,35.19530222910397,62.85021473019954,1.9544830406964853
5minute,2.0,above,0.5,0.5,32820.0,47.59293113954905,-0.023736573859093835,0.4890013146316072,-0.48937412143030024,-779.0343540554596,0.9074477112299136,-0.023736573859093835,-0.048188426854657636,-790.6171001870076,2.7592626447288238,45.8988421694089,50.73735527117611,3.3638025594149914
5minute,2.0,below,0.3,0.3,36699.0,45.96038039183629,-0.024371104121509356,0.2975544492246632,-0.29816690425714326,-894.3951501552718,0.8487471782309649,-0.024371104121509356,-0.0818644914558342,-895.5951501551473,1.9501893784571787,45.33366031771983,53.59819068639472,1.0681489958854464
5minute,2.0,below,0.4,0.4,34592.0,47.10626734505088,-0.023801745021008864,0.39227925224160354,-0.3943564725935218,-823.3499637667386,0.8858921271983978,-0.023801745021008864,-0.0602356371174837,-824.8588136826172,2.721004856614246,45.6059204440333,51.85302960222017,2.541049953746531
5minute,2.0,below,0.5,0.3,34872.0,36.123537508602894,-0.014681515090408511,0.48571347106797225,-0.2976658311683938,-511.9737942327256,0.9227851141112269,-0.014681515090408511,-0.03872869184063577,-526.4934753110525,2.697780454232622,34.374283092452394,63.196834136269786,2.428882771277816
