symbol,entry_time,exit_time,entry_price,exit_price,qty,notional,gross_pnl,cost,net_pnl,exit_reason
DEEPAKFERT,2025-01-30 11:08:00+05:30,2025-01-30 11:09:00+05:30,1188.35,1182.40825,81,96256.34999999999,-481.28174999999646,77.00507999999999,-558.2868299999965,SL
ANANTRAJ,2025-01-30 11:15:00+05:30,2025-01-30 11:16:00+05:30,570.55,567.6972499999999,170,96993.49999999999,-484.96750000000253,77.59479999999999,-562.5623000000026,SL
CAMS,2025-01-30 11:35:00+05:30,2025-01-30 11:41:00+05:30,731.2,727.5440000000001,133,97249.6,-486.2479999999932,77.79968000000001,-564.0476799999932,SL
ANANTRAJ,2025-01-30 11:39:00+05:30,2025-01-30 11:40:00+05:30,564.5,561.6775,172,97094.0,-485.46999999999844,77.6752,-563.1451999999985,SL
DEEPAKFERT,2025-01-30 12:17:00+05:30,2025-01-30 12:17:00+05:30,1126.95,1121.31525,86,96917.7,-484.5884999999948,77.53416,-562.1226599999948,SL
VIJAYA,2025-01-30 12:23:00+05:30,2025-01-30 12:25:00+05:30,1085.9,1091.3295,89,96645.1,-483.2254999999966,77.31608000000001,-560.5415799999967,SL
VIJAYA,2025-01-30 12:26:00+05:30,2025-01-30 12:27:00+05:30,1102.9,1086.3565,88,97055.20000000001,1455.8279999999995,77.64416000000001,1378.1838399999995,TP
GABRIEL,2025-01-30 12:37:00+05:30,2025-01-30 12:37:00+05:30,467.25,469.58624999999995,208,97188.0,-485.93999999998954,77.7504,-563.6903999999895,SL
DEEPAKFERT,2025-01-30 13:00:00+05:30,2025-01-30 13:45:00+05:30,1122.5,1116.8875,86,96535.0,-482.6749999999961,77.22800000000001,-559.9029999999962,SL
TECHNOE,2025-01-30 13:08:00+05:30,2025-01-30 13:12:00+05:30,1070.75,1076.10375,90,96367.5,-481.8374999999992,77.09400000000001,-558.9314999999992,SL
GABRIEL,2025-01-30 13:13:00+05:30,2025-01-30 13:13:00+05:30,481.85,484.25924999999995,201,96851.85,-484.25924999998574,77.48148,-561.7407299999858,SL
TARIL,2025-01-30 13:14:00+05:30,2025-01-30 13:14:00+05:30,440.5,447.10749999999996,220,96910.0,1453.649999999991,77.528,1376.121999999991,TP
GABRIEL,2025-01-30 13:15:00+05:30,2025-01-30 13:20:00+05:30,483.65,486.0682499999999,200,96730.0,-483.6499999999888,77.384,-561.0339999999887,SL
TECHNOE,2025-01-30 13:19:00+05:30,2025-01-30 13:24:00+05:30,1072.1,1077.4604999999997,90,96488.99999999999,-482.4449999999797,77.1912,-559.6361999999797,SL
JWL,2025-01-30 13:19:00+05:30,2025-01-30 13:25:00+05:30,372.05,370.18975,261,97105.05,-485.525250000002,77.68404000000001,-563.209290000002,SL
GABRIEL,2025-01-30 13:21:00+05:30,2025-01-30 13:22:00+05:30,486.6,479.301,199,96833.40000000001,1452.501000000007,77.46672000000001,1375.0342800000071,TP
TARIL,2025-01-30 13:27:00+05:30,2025-01-30 13:27:00+05:30,440.0,446.59999999999997,220,96800.0,1451.9999999999925,77.44,1374.5599999999924,TP
ADANIPORTS,2025-01-30 13:27:00+05:30,2025-01-30 13:27:00+05:30,1036.55,1031.36725,93,96399.15,-481.99574999999453,77.11932,-559.1150699999945,SL
ADANIPORTS,2025-01-30 13:35:00+05:30,2025-01-30 13:43:00+05:30,1038.65,1054.22975,93,96594.45000000001,1448.9167499999885,77.27556000000001,1371.6411899999885,TP
TARIL,2025-01-30 13:48:00+05:30,2025-01-30 13:48:00+05:30,429.5,435.94249999999994,226,97067.0,1456.0049999999862,77.6536,1378.3513999999861,TP
TARIL,2025-01-30 13:53:00+05:30,2025-01-30 13:53:00+05:30,439.0,436.805,222,97458.0,-487.2899999999985,77.96640000000001,-565.2563999999985,SL
TARIL,2025-01-30 13:56:00+05:30,2025-01-30 13:56:00+05:30,430.5,436.9575,226,97293.0,1459.394999999996,77.8344,1381.560599999996,TP
TARIL,2025-01-30 14:05:00+05:30,2025-01-30 14:14:00+05:30,436.1,433.9195,223,97250.3,-486.2514999999988,77.80024,-564.0517399999989,SL
DEEPAKFERT,2025-01-30 14:13:00+05:30,2025-01-30 15:12:00+05:30,1116.7,1111.1165,87,97152.90000000001,-485.76449999999636,77.72232000000001,-563.4868199999963,SL
TARIL,2025-01-30 14:17:00+05:30,2025-01-30 14:37:00+05:30,431.75,438.22624999999994,225,97143.75,1457.1562499999857,77.715,1379.4412499999858,TP
GRAVITA,2025-01-30 14:20:00+05:30,2025-01-30 14:20:00+05:30,1950.65,1940.89675,49,95581.85,-477.909249999999,76.46548000000001,-554.3747299999991,SL
GRAVITA,2025-01-30 14:23:00+05:30,2025-01-30 15:21:00+05:30,1945.35,1974.5302499999998,50,97267.5,1459.0124999999944,77.81400000000001,1381.1984999999943,TP
HBLENGINE,2025-01-30 14:33:00+05:30,2025-01-30 14:48:00+05:30,558.0,566.3699999999999,174,97092.0,1456.379999999981,77.67360000000001,1378.706399999981,TP
WELSPUNLIV,2025-01-30 14:41:00+05:30,2025-01-30 14:42:00+05:30,139.46,138.7627,699,97482.54000000001,-487.41270000000884,77.98603200000001,-565.3987320000089,SL
WELSPUNLIV,2025-01-30 14:43:00+05:30,2025-01-30 14:43:00+05:30,137.98,137.2901,706,97413.87999999999,-487.06939999999605,77.93110399999999,-565.000503999996,SL
