strategy_variant,timeframe,n_trades,win_rate_pct,avg_pnl_pct,avg_win_pct,avg_loss_pct,total_pnl_pct,profit_factor,expectancy_pct,sharpe_like,max_drawdown_pct,avg_bars_held,tp_rate_pct,sl_rate_pct,eod_rate_pct
baseline,15minute,270442.0,31.407103926165313,-0.02949384534283656,0.9631525048068513,-0.4840036979013485,-7976.374522207405,0.9111610168121584,-0.02949384534283656,-0.041089490642967866,-8438.756203589479,2.8652724059132826,21.597606880588074,65.4576582039772,12.944734915434733
baseline,1minute,641982.0,33.499848905421025,0.0037793895659343226,0.9694144184440833,-0.48266503248045245,2426.3000723176483,1.0117747905585202,0.0037793895659343226,0.0051555703023524885,-2436.684719233045,32.53289967631491,23.574025439965606,63.18136645575733,13.244608104277066
baseline,5minute,419659.0,32.747778553539895,-0.01045834302537718,0.9596674061448529,-0.4828511133995952,-4388.937775686762,0.967793538581716,-0.01045834302537718,-0.014428236982448411,-5313.924091683829,7.321294193619105,22.58214407411732,63.92237507118875,13.49548085469393
nifty_filtered,15minute,201572.0,31.164546663227032,-0.0305814045016781,0.9705942900003125,-0.48385344873077984,-6164.354868212258,0.9081812429557754,-0.0305814045016781,-0.04253781676417022,-6465.373092375538,2.8268707955470007,21.66719584069216,65.66487408965531,12.667930069652531
nifty_filtered,1minute,549971.0,33.531949866447505,0.002568968576301579,0.963324577592649,-0.4821151593725945,1412.8582168771557,1.0080166895526506,0.002568968576301579,0.0035149153615383747,-2195.6613212542616,32.938945871691416,23.35050393566206,63.04368775808179,13.605808306256147
nifty_filtered,5minute,330896.0,32.42801363570427,-0.014634989522891292,0.9607244616142412,-0.48271312786070925,-4842.659493166637,0.9551320094156955,-0.014634989522891292,-0.02023794839503496,-5396.0272914900415,7.3757797011749915,22.383467917412116,64.19328127266574,13.423250809922152
