strategy_variant,symbol,timeframe,n_trades,win_rate_pct,avg_pnl_pct,avg_win_pct,avg_loss_pct,total_pnl_pct,profit_factor,expectancy_pct,sharpe_like,max_drawdown_pct,avg_bars_held,tp_rate_pct,sl_rate_pct,eod_rate_pct
baseline,YESBANK,5minute,393.0,38.42239185750636,0.0031953695725964394,0.7749875585805956,-0.4783774425770229,1.2557802420304007,1.0108474482531837,0.0031953695725964394,0.004713488187824391,-29.09879298147894,10.407124681933842,18.06615776081425,57.76081424936387,24.173027989821882
baseline,ZEEL,15minute,832.0,27.04326923076923,-0.10715517187087283,0.9226407930466051,-0.4888752577134305,-89.15310299656619,0.6995655610850811,-0.10715517187087283,-0.15936319123397633,-94.15310299656619,2.8774038461538463,17.1875,71.03365384615384,11.778846153846153
baseline,ZEEL,1minute,1918.0,32.89885297184567,-0.01227935272288202,0.9521820547559267,-0.48514271567480766,-23.551798522487715,0.9622796237880543,-0.01227935272288202,-0.01695374414968313,-61.0907282248022,33.543795620437955,22.523461939520335,64.44212721584984,13.034410844629823
baseline,ZEEL,5minute,1257.0,30.46937151949085,-0.05317771784099575,0.9420775993988145,-0.4893136291714847,-66.84439132613166,0.8436973908326381,-0.05317771784099575,-0.07523772025523354,-82.2371218174568,7.332537788385044,20.684168655529035,67.38265712012729,11.933174224343675
baseline,ZENSARTECH,15minute,750.0,30.0,-0.03863467097249869,0.9900279724290781,-0.4794900895731745,-28.976003229374015,0.8848935811109258,-0.03863467097249869,-0.053605748404115305,-41.407351595670754,3.0613333333333332,22.8,66.66666666666666,10.533333333333333
baseline,ZENSARTECH,1minute,1705.0,32.49266862170088,-0.028137389034381417,0.9185487559247616,-0.4837969236194076,-47.974248303620314,0.9138471294197307,-0.028137389034381417,-0.039725747800617724,-69.5959396503907,35.96774193548387,20.93841642228739,64.51612903225806,14.545454545454545
baseline,ZENSARTECH,5minute,1160.0,30.775862068965516,-0.04867801529235241,0.9323941438251756,-0.4848458369672684,-56.4664977391288,0.8549653952429197,-0.04867801529235241,-0.06941725331015221,-71.6400894131273,7.938793103448276,20.517241379310345,66.55172413793103,12.931034482758621
baseline,ZENTEC,15minute,1108.0,28.971119133574007,-0.03512762480481978,1.0543615188261914,-0.4795062971117507,-38.92140828374032,0.8968618116639203,-0.03512762480481978,-0.048023106727913975,-62.31950039618378,2.3528880866425994,23.375451263537904,67.50902527075813,9.115523465703971
baseline,ZENTEC,1minute,2880.0,33.05555555555556,0.020715430512971242,1.048436143755879,-0.4867483241588379,59.66043987735718,1.0635733294164318,0.020715430512971242,0.02724049753523668,-54.92091878464457,24.7875,26.458333333333332,64.34027777777777,9.20138888888889
baseline,ZENTEC,5minute,1837.0,34.29504627109418,0.04190432362844883,1.0467683506653418,-0.48258974185062536,76.9782425054605,1.1321547067276194,0.04190432362844883,0.0547256914961773,-34.89929669579587,5.733260751224823,27.109417528579204,62.493195427327166,10.39738704409363
baseline,ZFCVINDIA,15minute,465.0,37.634408602150536,0.10255502910469692,1.0747659288077547,-0.4841239620954241,47.688088533684066,1.339668550771916,0.10255502910469692,0.12870114267382574,-18.590600846104923,2.9698924731182794,30.752688172043012,59.78494623655914,9.46236559139785
