symbol,n,total_pnl,avg_pnl,win_rate
KPITTECH,18,1.4022164276401425,0.07790091264667459,27.77777777777778
WELSPUNLIV,33,1.3079227629170338,0.03963402311869799,30.303030303030305
MAXHEALTH,3,1.2955283174264656,0.4318427724754885,66.66666666666666
BIKAJI,14,1.2201194481482491,0.08715138915344636,35.714285714285715
ABCAPITAL,3,1.162938823877959,0.38764627462598633,66.66666666666666
DEEPAKFERT,35,1.1489549940216985,0.0328272855434771,28.57142857142857
ZEEL,18,1.1417571751912485,0.06343095417729158,33.33333333333333
MEESHO,29,1.129943502824913,0.038963569062928034,27.586206896551722
IIFL,29,1.1293634496920752,0.038943567230761214,27.586206896551722
AIIL,40,1.0792190740559016,0.02698047685139754,27.500000000000004
IRCON,21,1.0785685274607042,0.05136040606955734,28.57142857142857
IREDA,12,1.0375788276646545,0.08646490230538788,33.33333333333333
TTML,42,1.0000000000002693,0.023809523809530223,26.190476190476193
JAINREC,42,1.0000000000001468,0.023809523809527305,26.190476190476193
LTM,2,1.0000000000000178,0.5000000000000089,50.0
ASTRAL,2,1.0000000000000167,0.5000000000000083,50.0
BBTC,6,1.000000000000007,0.16666666666666785,33.33333333333333
PNBHOUSING,14,1.0000000000000053,0.07142857142857181,28.57142857142857
MANKIND,2,1.0000000000000044,0.5000000000000022,50.0
TIINDIA,2,1.000000000000004,0.500000000000002,50.0
DELHIVERY,2,1.000000000000003,0.5000000000000016,50.0
NAM-INDIA,6,1.0,0.16666666666666666,33.33333333333333
JSWENERGY,2,0.9999999999999973,0.49999999999999867,50.0
ONGC,2,0.9999999999999916,0.4999999999999958,50.0
EXIDEIND,2,0.9999999999999853,0.4999999999999927,50.0
DEEPAKNTR,2,0.9999999999999825,0.49999999999999123,50.0
ADANIENT,17,0.9998750856498084,0.05881618150881226,29.411764705882355
SJVN,4,0.9783417486048374,0.24458543715120934,50.0
NEWGEN,79,0.9599358974359463,0.012151087309315776,25.31645569620253
KEC,15,0.9274448664218169,0.06182965776145446,33.33333333333333
CCL,19,0.9263825809372588,0.04875697794406625,31.57894736842105
COALINDIA,1,0.8342245989304765,0.8342245989304765,100.0
UNIONBANK,5,0.8153603366649144,0.16307206733298288,40.0
